time,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,q_obs1,q_obs2,q_obs3,q_obs4,q_obs5,q_obs6,qdot_obs1,qdot_obs2,qdot_obs3,qdot_obs4,qdot_obs5,qdot_obs6,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,q_ref6,qdot_ref1,qdot_ref2,qdot_ref3,qdot_ref4,qdot_ref5,qdot_ref6,error1,error2,error3,error4,error5,error6,correction1,correction2,correction3,correction4,correction5,correction6,target1,target2,target3,target4,target5,target6,controller,error_norm,correction_norm,smoothness,fuzzy_severity,fuzzy_exploration_scale,fuzzy_expert_blend,fuzzy_kp_multiplier,fuzzy_kd_multiplier,reward_error_weight,reward_velocity_weight,reward_effort_weight,reward_smoothness_weight
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fuzzy-pid,0.0,0.0,0.0,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.402834192769349e-06,4.222248075416539e-06,5.673505763058529e-07,-3.3945076818253808e-06,-5.385234374183803e-06,-4.879682034384443e-06,0.0005022482539558917,0.00032993634526595056,4.3731683733506545e-05,-0.00026803856044428116,-0.0004231655614772359,-0.00038224470502049165,6.402834192769349e-06,4.222248075416539e-06,5.673505763058529e-07,-3.3945076818253808e-06,-5.385234374183803e-06,-4.879682034384443e-06,4.504934145337233e-06,2.963885725552764e-06,3.950092535265742e-07,-2.397870377310225e-06,-3.792959656748539e-06,-3.4304323767382993e-06,8.180826253579937e-06,5.389600350726977e-06,7.217698723743204e-07,-4.344283544351704e-06,-6.8836455231992566e-06,-6.232585808342057e-06,fuzzy-pid,1.1112168087751652e-05,7.819160706483185e-06,7.819160706483185e-06,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.1,2.272451737105538e-06,1.4971112085352715e-06,2.00491631215089e-07,-1.2067454289865844e-06,-1.912123756444238e-06,-1.7312738356505714e-06,4.5449034742110764e-05,2.9942224170705428e-05,4.00983262430178e-06,-2.4134908579731687e-05,-3.824247512888476e-05,-3.462547671301143e-05,2.272451737105538e-06,1.4971112085352715e-06,2.00491631215089e-07,-1.2067454289865844e-06,-1.912123756444238e-06,-1.7312738356505714e-06,4.5449034742110764e-05,2.9942224170705428e-05,4.00983262430178e-06,-2.4134908579731687e-05,-3.824247512888476e-05,-3.462547671301143e-05,9.462009999614206e-05,6.145629546048987e-05,7.813737200734771e-06,-5.146718168505812e-05,-8.011479131646025e-05,-7.172109013844236e-05,0.0036314652192008033,0.002339749340953389,0.0002884778185142172,-0.002001299454725083,-0.003085137425702594,-0.0027447702625916417,9.234764825903653e-05,5.99591842519546e-05,7.6132455695196825e-06,-5.0260436256071534e-05,-7.820266756001601e-05,-6.99898163027918e-05,4.712032730856044e-05,3.0508689406279077e-05,3.833141647783709e-06,-2.576279645936431e-05,-3.994954547228646e-05,-3.567681539350376e-05,0.00010835052704192187,7.032113873775846e-05,8.915601604482441e-06,-5.900855449440474e-05,-9.176916397235984e-05,-8.21065756010451e-05,fuzzy-pid,0.00016037922706974223,8.184327321971983e-05,7.402470118106817e-05,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.15000000000000002,3.173858376622119e-05,2.061489663331949e-05,2.6213555126782426e-06,-1.7262803502713853e-05,-2.6872412705309688e-05,-2.4057746548260165e-05,0.000589322640582313,0.00038235570849568434,4.8417277629263065e-05,-0.00032112116147454533,-0.0004992057789773089,-0.0004465294542521919,3.173858376622119e-05,2.061489663331949e-05,2.6213555126782426e-06,-1.7262803502713853e-05,-2.6872412705309688e-05,-2.4057746548260165e-05,0.000589322640582313,0.00038235570849568434,4.8417277629263065e-05,-0.00032112116147454533,-0.0004992057789773089,-0.0004465294542521919,0.0004410092572289043,0.0002820037985255233,3.375964550629315e-05,-0.0002459312594642042,-0.0003757565201753572,-0.0003324426646974793,0.011016395414587665,0.0069552023342243745,0.0007901288185858468,-0.006264124655216396,-0.009432182278456935,-0.008267446598461875,0.0004092706734626831,0.0002613889018922038,3.113828999361491e-05,-0.00022866845596149037,-0.0003488841074700475,-0.0003083849181492191,0.00018578607160640132,0.00011828634677976425,1.3914966541200465e-05,-0.0001043022985507883,-0.00015856258217764068,-0.0001398364964406191,0.0004971841283869597,0.00031779789366340525,3.7984859436740824e-05,-0.0002774273071348456,-0.0004236816177578384,-0.00037473601475383506,fuzzy-pid,0.0007112713098611676,0.00032291958475430126,0.00024108399778895317,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.2,0.00016102901282753746,0.00010316572914167665,1.2444551047140072e-05,-8.953072117830602e-05,-0.00013709719188656765,-0.00012146837660536431,0.002585808581226325,0.0016510166501671432,0.00019646391068923655,-0.0014453583535118432,-0.0022044955836251594,-0.0019482126011420827,0.00016102901282753746,0.00010316572914167665,1.2444551047140072e-05,-8.953072117830602e-05,-0.00013709719188656765,-0.00012146837660536431,0.002585808581226325,0.0016510166501671432,0.00019646391068923655,-0.0014453583535118432,-0.0022044955836251594,-0.0019482126011420827,0.001278849115320121,0.0008047409007956244,9.018350353373488e-05,-0.0007306329124862096,-0.0010960810088326515,-0.0009586368966407438,0.02332980529608713,0.01441870691450452,0.001490879781943141,-0.013677618352032257,-0.02012092356147311,-0.01737987518241197,0.0011178201024925835,0.0007015751716539477,7.77389524865948e-05,-0.0006411021913079036,-0.0009589838169460838,-0.0008371685200353795,0.0004748404090839667,0.00029695479346549024,3.239412414110943e-05,-0.00027375540917532295,-0.00040787670228550156,-0.0003551802670999501,0.0014395631753998056,0.0009057212441116872,0.00010142943561531843,-0.0008226480680298609,-0.0012338886877780743,-0.0010790468764939791,fuzzy-pid,0.001944038569461525,0.0008259318332630523,0.0005030518162859099,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.25,0.0005161773913198342,0.00032609781663334625,3.716257453830073e-05,-0.00029317442863707125,-0.00044176149630087506,-0.00038746240435220177,0.007102967569845934,0.004458641749833393,0.0004943604698232131,-0.004072874149175305,-0.006093286088286148,-0.005319880554936749,0.0005161773913198342,0.00032609781663334625,3.716257453830073e-05,-0.00029317442863707125,-0.00044176149630087506,-0.00038746240435220177,0.007102967569845934,0.004458641749833393,0.0004943604698232131,-0.004072874149175305,-0.006093286088286148,-0.005319880554936749,0.002854268561249585,0.0017666816189059568,0.00018405154235345277,-0.0016695534765070966,-0.0024599142452738612,-0.0021274260842134825,0.04043814066252336,0.024437550048206153,0.0022628006276404367,-0.0244290926253162,-0.03511403005402282,-0.029895980969256136,0.002338091169929751,0.0014405838022726106,0.00014688896781515204,-0.0013763790478700253,-0.002018152748972986,-0.0017399636798612807,0.0009479710085510185,0.0005816091912292133,5.81175400518596e-05,-0.0005612824701011448,-0.0008193476506058329,-0.0007044419296415139,0.003211570471200404,0.0019876484186292995,0.0002069841707078139,-0.0018787889769636462,-0.0027679185938542894,-0.0023936627295147424,fuzzy-pid,0.004069196700576014,0.0016501221012005186,0.0008243216880817637,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.30000000000000004,0.0012648976912866593,0.0007876396505211111,8.433524014094329e-05,-0.0007336229142833421,-0.001087916245621268,-0.0009447402724529076,0.0149744059993365,0.009230836677755296,0.0009434533120528509,-0.008808969712925418,-0.012923094986407858,-0.011145557362014115,0.0012648976912866593,0.0007876396505211111,8.433524014094329e-05,-0.0007336229142833421,-0.001087916245621268,-0.0009447402724529076,0.0149744059993365,0.009230836677755296,0.0009434533120528509,-0.008808969712925418,-0.012923094986407858,-0.011145557362014115,0.005389733596238877,0.0032797897274593774,0.0003149729704762963,-0.00322571209468622,-0.004669104039397601,-0.00399401375675289,0.06155405371519285,0.03632538726253697,0.002945260012389409,-0.038298555080057,-0.05378877430825626,-0.04514709474131659,0.004124835904952218,0.0024921500769382664,0.000230637730335353,-0.002492089180402878,-0.003581187793776333,-0.003049273484299982,0.001611797987731727,0.0009688846033155533,8.728036102024817e-05,-0.0009801561671835927,-0.0014013926672207322,-0.001189481346948477,0.006054041305778054,0.003683417852738523,0.0003534360412993618,-0.0036240984406432715,-0.005244852178427322,-0.00448603701015471,fuzzy-pid,0.007184132535724078,0.002807796535321646,0.0011580128604799249,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.35000000000000003,0.0025952153619787136,0.0015920224844703924,0.00015908546268494846,-0.001536532782716656,-0.0022426206714007274,-0.0019284338107034085,0.026606353413841086,0.016087656678985623,0.001495004450880103,-0.016058197368666278,-0.023094088515589185,-0.019673870765010017,0.0025952153619787136,0.0015920224844703924,0.00015908546268494846,-0.001536532782716656,-0.0022426206714007274,-0.0019284338107034085,0.026606353413841086,0.016087656678985623,0.001495004450880103,-0.016058197368666278,-0.023094088515589185,-0.019673870765010017,0.009055213945756839,0.005414670031298231,0.0004743705277418998,-0.00554180762249866,-0.007882197443686852,-0.006670833553659381,0.08539091042146851,0.04913571616745701,0.003376101128622913,-0.054701693208050545,-0.07505659635254723,-0.06211261923470348,0.006459998583778125,0.003822647546827839,0.00031528506505695136,-0.004005274839782004,-0.005639576772286124,-0.004742399742955972,0.0024460269653406373,0.0014385586415905274,0.00011432899784420209,-0.001527811670341187,-0.0021387410980340396,-0.0017920205097051545,0.01013944100976762,0.0060607759678512,0.0005298836545144169,-0.006208239079790703,-0.008826916950897499,-0.007468649800062078,fuzzy-pid,0.011259708196779393,0.004264426044835444,0.0014573695548086376,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.4,0.004690833597475632,0.0028333428965206173,0.0002620849604153564,-0.0028342289763483358,-0.004071591860149831,-0.0034673826966363725,0.041912364709938366,0.024826408241004492,0.002059989954608158,-0.025953923872633594,-0.036579423774982064,-0.030778977718659277,0.004690833597475632,0.0028333428965206173,0.0002620849604153564,-0.0028342289763483358,-0.004071591860149831,-0.0034673826966363725,0.041912364709938366,0.024826408241004492,0.002059989954608158,-0.025953923872633594,-0.036579423774982064,-0.030778977718659277,0.013947105967188546,0.008190707307614982,0.0006460518458266412,-0.008723409115958581,-0.012194331139717598,-0.010213152440678318,0.11031838634337615,0.06178611282151579,0.003416485766161958,-0.07274872011763688,-0.09749172881846309,-0.0795473899453347,0.009256272369712914,0.005357364411094365,0.0003839668854112848,-0.005889180139610245,-0.008122739279567767,-0.006745769744041946,0.0034072079336581133,0.001957396569776296,0.00013307023103732924,-0.0021860966394554445,-0.0029950551667695196,-0.0024770689615300294,0.015550595678076897,0.009126271900006259,0.000716812471276582,-0.009734189086508197,-0.013598768967589712,-0.01138482850167178,fuzzy-pid,0.01614602451828029,0.005945033181585261,0.001682057415674373,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
0.45,0.007707434175420427,0.0045813787308221846,0.00038839815787680796,-0.004750884562503853,-0.0067180299455497985,-0.0056666731980350975,0.06033201155889592,0.034960716686031346,0.0025262639492290313,-0.038333111723110345,-0.052928761707999344,-0.04398581002797449,0.007707434175420427,0.0045813787308221846,0.00038839815787680796,-0.004750884562503853,-0.0067180299455497985,-0.0056666731980350975,0.06033201155889592,0.034960716686031346,0.0025262639492290313,-0.038333111723110345,-0.052928761707999344,-0.04398581002797449,0.0200749439777926,0.011572162158102616,0.0008078633216193467,-0.012825470269088403,-0.01762373789144409,-0.01461094119290001,0.1345182591205955,0.07317208773020073,0.002969341440329698,-0.0913183593221812,-0.11946687519099142,-0.09610486212135437,0.012367509802372174,0.006990783427280432,0.0004194651637425388,-0.00807458570658455,-0.01090570794589429,-0.008944267994864913,0.004434324650594335,0.002483894937545947,0.0001377345164853731,-0.0029229926751338595,-0.003917385755601939,-0.003197615323105226,0.022269600390809427,0.012823610796737987,0.0008884014963976854,-0.014244894479793744,-0.019555534977181953,-0.016202624512421875,fuzzy-pid,0.021590174449517316,0.007743802751639722,0.0018014126619701736,0.0,0.03,0.2,0.8,0.9,1.0,0.3,0.02,0.03
