time,q1,q2,q3,q4,q5,q6,qdot1,qdot2,qdot3,qdot4,qdot5,qdot6,q_obs1,q_obs2,q_obs3,q_obs4,q_obs5,q_obs6,qdot_obs1,qdot_obs2,qdot_obs3,qdot_obs4,qdot_obs5,qdot_obs6,q_ref1,q_ref2,q_ref3,q_ref4,q_ref5,q_ref6,qdot_ref1,qdot_ref2,qdot_ref3,qdot_ref4,qdot_ref5,qdot_ref6,error1,error2,error3,error4,error5,error6,correction1,correction2,correction3,correction4,correction5,correction6,target1,target2,target3,target4,target5,target6,controller,error_norm,correction_norm,x,x_ref,x_error,y,y_ref,y_error,z,z_ref,z_error,cartesian_error_norm
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,reference,0.0,0.0,2.95,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.00010091569086166766,0.02892789152947888,-0.0646931870979085,0.0359418980253018,0.0,0.0,0.005871086073417005,1.0443730810076965,-1.8813176916998173,0.40725687344709544,0.21248184701587589,0.08853410292328161,0.00010091569086166766,0.02892789152947888,-0.0646931870979085,0.0359418980253018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.568676814625074e-05,0.02169591864710916,-0.048519890323431375,0.02695642351897635,0.0,0.0,reference,0.07945981111772256,0.0,2.95,2.949069976765266,-0.000930023234734012,0.0,0.00029760743511494475,0.00029760743511494475,0.0,0.0005208130114511534,0.0005208130114511534,0.001106688572037152
0.1,2.1024102262847432e-05,0.006026644068641434,-0.013477747312064274,0.007487895421937877,0.0,0.0,0.0004204820452569486,0.12053288137282867,-0.26955494624128545,0.14975790843875753,0.0,0.0,2.1024102262847432e-05,0.006026644068641434,-0.013477747312064274,0.007487895421937877,0.0,0.0,0.0004204820452569486,0.12053288137282867,-0.26955494624128545,0.14975790843875753,0.0,0.0,0.0007363358014313818,0.07885989429111698,-0.17459035740663206,0.09701904993836231,0.0,0.0,0.020722552787247998,1.3794781916582033,-2.4515303846963064,0.5389995099865686,0.2812171356451662,0.11717380651881927,0.0007153116991685344,0.07283325022247554,-0.1611126100945678,0.08953115451642443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005711735431100991,0.06456890038011502,-0.1430727406358319,0.07950339333351583,0.0,0.0,reference,0.19818752425247357,0.0,2.9499596309322107,2.9432274869934085,-0.006732143938802171,6.202025296112838e-05,0.0021672041621092837,0.0021051839091481553,0.00010809115435300843,0.0037926072836912466,0.003684516129338238,0.007957965846335402
0.15000000000000002,0.00017384339138708403,0.022288381932939652,-0.04947635656866639,0.027492200397376196,0.0,0.0,0.003056385782484732,0.32523475728596435,-0.7199721851320423,0.4000860995087664,0.0,0.0,0.00017384339138708403,0.022288381932939652,-0.04947635656866639,0.027492200397376196,0.0,0.0,0.003056385782484732,0.32523475728596435,-0.7199721851320423,0.4000860995087664,0.0,0.0,0.0022632599354015463,0.13957147799629033,-0.30542010942961967,0.16980931222841336,0.0,0.0,0.04100365890581174,1.571212183892995,-2.748708642453304,0.6168321005345846,0.32182544375717453,0.13409393489882274,0.002089416544014462,0.11728309606335068,-0.2559437528609533,0.14231711183103718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0018402383373286844,0.1208208335922465,-0.26483326723117273,0.147232832504689,0.0,0.0,reference,0.31546957893301886,0.0,2.949455870337983,2.92928206854634,-0.020173801791643076,0.0005127434164113945,0.006629738065171356,0.006116994648759961,0.0008886960136645163,0.011602041614049874,0.010713345600385357,0.023646895699325012
0.2,0.0006367308763708619,0.04965850739385823,-0.10929772064158483,0.06075348709385198,0.0,0.0,0.009257749699675558,0.5474025092183714,-1.1964272814583685,0.6652257339295156,0.0,0.0,0.0006367308763708619,0.04965850739385823,-0.10929772064158483,0.06075348709385198,0.0,0.0,0.009257749699675558,0.5474025092183714,-1.1964272814583685,0.6652257339295156,0.0,0.0,0.004879619310798741,0.20669419209834117,-0.4467848607177425,0.24862976097362297,0.0,0.0,0.06387722465802204,1.676085381149983,-2.8836276917148727,0.6633206221667309,0.3460803246087292,0.14420013525363717,0.004242888434427879,0.15703568470448293,-0.33748714007615765,0.187876273879771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004119774067431227,0.1852258524718175,-0.4012969623461,0.22328052885638947,0.0,0.0,reference,0.4169811415119436,0.0,2.947343645636867,2.905691312575844,-0.04165233306102323,0.0018766649560688466,0.014178779975729956,0.012302115019661108,0.003236423148726712,0.024812864957527426,0.021576441808800716,0.04849537838301649
0.25,0.0016042428738876299,0.08731610324884692,-0.16929772064158483,0.10589988758344573,0.0,0.0,0.01935023995033536,0.7531519170997737,-1.2,0.9029280097918749,0.0,0.0,0.0016042428738876299,0.08731610324884692,-0.16929772064158483,0.10589988758344573,0.0,0.0,0.01935023995033536,0.7531519170997737,-1.2,0.9029280097918749,0.0,0.0,0.008655424023126653,0.27721218607508763,-0.5918586612148801,0.3297921198591592,0.0,0.0,0.08702755805793934,1.7160344634235438,-2.9024819987342254,0.6869527396848464,0.35841012505296327,0.14933755210540142,0.007051181149239024,0.1898960828262407,-0.42256094057329524,0.22389223227571345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007521511534202796,0.2542156026742701,-0.5442182364976851,0.3031642221084668,0.0,0.0,reference,0.5145830560754404,0.0,2.943170761859443,2.8723073168636,-0.07086344499584296,0.004721564771813608,0.024861658603648116,0.02014009383183451,0.04919673026691261,0.043507902556384204,-0.005688827710528407,0.07388920067881391
0.30000000000000004,0.0032479286128640652,0.13367707531146447,-0.22929772064158482,0.16069553606261824,0.0,0.0,0.032873714779528704,0.9272194412523511,-1.2,1.0959129695834502,0.0,0.0,0.0032479286128640652,0.13367707531146447,-0.22929772064158482,0.16069553606261824,0.0,0.0,0.032873714779528704,0.9272194412523511,-1.2,1.0959129695834502,0.0,0.0,0.013553560965013959,0.34869309077175975,-0.7355274062100713,0.4105478749774834,0.0,0.0,0.10845412303308685,1.7022964227005117,-2.830722007829026,0.6914578050793508,0.360760593954444,0.15031691414768497,0.010305632352149893,0.21501601546029528,-0.5062296855684865,0.24985233891486516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012045548607311168,0.32507371874738733,-0.6877001137819747,0.38370196176022925,0.0,0.0,reference,0.6041794259775791,0.0,2.934974381803041,2.830123139161197,-0.10485124264184398,0.009532620792704912,0.038360595468416914,0.028827974675712,0.13168262501941289,0.0671310420697296,-0.06455158294968329,0.12645845985442086
0.35000000000000003,0.0056917119446549275,0.18684280959922084,-0.2892977206415848,0.22069553606261824,0.0,0.0,0.04887566663581724,1.063314685755127,-1.2,1.2,0.0,0.0,0.0056917119446549275,0.18684280959922084,-0.2892977206415848,0.22069553606261824,0.0,0.0,0.04887566663581724,1.063314685755127,-1.2,1.2,0.0,0.0,0.019441442877705464,0.4190211297772869,-0.8736986011410541,0.4886847373909568,0.0,0.0,0.12632013217881172,1.6417367658082556,-2.684895991452923,0.6783660599546426,0.35393011823720477,0.14747088259883534,0.013749730933050536,0.23217832017806606,-0.5844008804994694,0.2679892013283386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017592469310106888,0.395534277019812,-0.8271989793012842,0.4624390434832749,0.0,0.0,reference,0.6836946896229308,0.0,2.9203235435682524,2.781019250530159,-0.13930429303809344,0.016621819886764304,0.054073839830349135,0.03745201994358483,0.23959707173534384,0.09462921970311099,-0.14496785203223284,0.20450921245640022
0.4,0.008997477879502695,0.24481266166049614,-0.3492977206415848,0.2806955360626182,0.0,0.0,0.06611531869695533,1.1593970412255064,-1.2,1.2,0.0,0.0,0.008997477879502695,0.24481266166049614,-0.3492977206415848,0.2806955360626182,0.0,0.0,0.06611531869695533,1.1593970412255064,-1.2,1.2,0.0,0.0,0.02609729748846851,0.4862875024920573,-1.0029901776727164,0.5623360597133231,0.0,0.0,0.13889452198553412,1.539392215422855,-2.4774066857969723,0.6481574570124778,0.3381691080065101,0.14090379500271255,0.017099819608965817,0.24147484083156118,-0.6536924570311315,0.2816405236507049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023971090443878105,0.463599196123996,-0.9590423780798584,0.537361805655811,0.0,0.0,reference,0.7518229283062123,0.0,2.8978948885917672,2.727509988681959,-0.17038489990980832,0.026074448776620626,0.07119680362177319,0.04512235484515256,0.36053353511483394,0.12459440633810309,-0.23593912877673084,0.2945068989208403
0.45,0.01315681470294031,0.30481266166049614,-0.4092977206415848,0.3406955360626182,0.0,0.0,0.08318673646875228,1.2,-1.2,1.2,0.0,0.0,0.01315681470294031,0.30481266166049614,-0.4092977206415848,0.3406955360626182,0.0,0.0,0.08318673646875228,1.2,-1.2,1.2,0.0,0.0,0.03321641385066505,0.54875350217385,-1.12058982186605,0.6298890524044829,0.0,0.0,0.14461128836038573,1.3998525868573857,-2.218943795995466,0.6010245349454516,0.3135780182324094,0.13065750759683728,0.020059599147724743,0.24394084051335385,-0.7112921012244651,0.2891935163418647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030905082998968315,0.5274649256613865,-1.080202960919502,0.606757240717315,0.0,0.0,reference,0.8059025154116446,0.0,2.8673586667276405,2.6724900113180414,-0.19486865540959908,0.03772748358822921,0.08880319637822685,0.051075712789997646,0.48580146198602775,0.15540559366189702,-0.3303958683241307,0.38696763573173365
